age,workclass,education,Education_numOfYears,marital_status,occupation,relationship,race,sex,hous_per_week,native_country,fifty_bool
Old-Age,Self-Employed,HS-Graduates,10,Married,Other-Service, Husband, White, Male,Part-Time-Hours, United-States, <=50K.
Middle-Age,Goverment,Bachelors,13,Married,Other-Service, Husband, White, Male,Part-Time-Hours, United-States, >50K.
Young-Age,Self-Employed,Incomplete-Education,7,Never-married,Other-Service, Own-child, White, Female,Relaxed-Time-Hours, United-States, <=50K.
Young-Age,Private,Incomplete-Education,8,Divorced,Technical-Working-Class, Own-child, White, Male,Part-Time-Hours, United-States, <=50K.
Young-Age,Private,Incomplete-Education,8,Never-married,Other-Service, Own-child, White, Female,Relaxed-Time-Hours, United-States, <=50K.
Middle-Age,Private,Incomplete-Education,5,Married,Other-Service, Wife, Asian-Pac-Islander, Female,Part-Time-Hours, Hong, <=50K.
Young-Age,Private,HS-Graduates,9,Divorced,Other-Service, Own-child, White, Female,Part-Time-Hours, United-States, <=50K.
Young-Age,Private,HS-Graduates,10,Never-married,Other-Service, Own-child, White, Male,Part-Time-Hours, United-States, <=50K.
Old-Age,Goverment,Masters,14,Married,Exec-managerial, Husband, White, Male,Part-Time-Hours, United-States, >50K.
Young-Age,Self-Employed,Bachelors,13,Never-married,Technical-Working-Class, Not-in-family, Asian-Pac-Islander, Female,Part-Time-Hours, United-States, <=50K.
Middle-Age,Private,Incomplete-Education,1,Never-married,Other-Service, Unmarried, Black, Female,Part-Time-Hours, Haiti, <=50K.
Old-Age,Private,HS-Graduates,9,Divorced,Other-Service, Unmarried, Black, Female,Relaxed-Time-Hours, United-States, <=50K.
Young-Age,Private,HS-Graduates,9,Never-married,Lowwer-Working-Class, Own-child, White, Male,Part-Time-Hours, United-States, <=50K.
Young-Age,Self-Employed,HS-Graduates,9,Married,Exec-managerial, Husband, White, Male,Normal-Hours, United-States, <=50K.
Old-Age,Private,HS-Graduates,10,Married,Exec-managerial, Husband, White, Male,Part-Time-Hours, United-States, >50K.
Young-Age,Private,Incomplete-Education,6,Divorced,Other-Service, Not-in-family, Black, Male,Part-Time-Hours, United-States, <=50K.
Young-Age,Private,HS-Graduates,10,Married,Lowwer-Working-Class, Wife, White, Female,Normal-Hours, United-States, <=50K.
Old-Age,Self-Employed,HS-Graduates,9,Married,Lowwer-Working-Class, Husband, White, Male,Relaxed-Time-Hours, United-States, <=50K.
Young-Age,Private,HS-Graduates,10,Divorced,Lowwer-Working-Class, Not-in-family, Amer-Indian-Eskimo, Male,Part-Time-Hours, United-States, <=50K.
Young-Age,Goverment,Bachelors,13,Never-married,Technical-Working-Class, Own-child, White, Female,Part-Time-Hours, United-States, <=50K.
Middle-Age,Private,HS-Graduates,10,Married,Lowwer-Working-Class, Husband, White, Male,Normal-Hours, United-States, <=50K.
Young-Age,Self-Employed,Incomplete-Education,8,Married,Lowwer-Working-Class, Husband, White, Male,Over-Time-Hours, United-States, >50K.
Middle-Age,Private,HS-Graduates,9,Married,Lowwer-Working-Class, Husband, White, Male,Part-Time-Hours, United-States, <=50K.
Middle-Age,Private,HS-Graduates,9,Married,Technical-Working-Class, Husband, White, Male,Part-Time-Hours, United-States, <=50K.
Middle-Age,Private,HS-Graduates,9,Married,Lowwer-Working-Class, Husband, White, Male,Part-Time-Hours, United-States, <=50K.
Old-Age,Self-Employed,Bachelors,13,NO-Spouse,Exec-managerial, Unmarried, White, Male,Normal-Hours, United-States, <=50K.
Middle-Age,Private,Incomplete-Education,2,Never-married,Technical-Working-Class, Unmarried, Asian-Pac-Islander, Female,Part-Time-Hours, Vietnam, <=50K.
Middle-Age,Private,HS-Graduates,10,Married,Other-Service, Wife, Black, Female,Part-Time-Hours, United-States, <=50K.
Old-Age,Private,HS-Graduates,10,Never-married,Other-Service, Not-in-family, White, Female,Part-Time-Hours, United-States, <=50K.
Young-Age,Private,HS-Graduates,10,Never-married,Other-Service, Own-child, White, Female,Part-Time-Hours, United-States, <=50K.
Middle-Age,Private,Incomplete-Education,6,Divorced,Other-Service, Not-in-family, White, Male,Part-Time-Hours, United-States, <=50K.
Middle-Age,Goverment,HS-Graduates,10,Divorced,Other-Service, Not-in-family, White, Female,Part-Time-Hours, United-States, <=50K.
Old-Age,Goverment,HS-Graduates,9,Married,Technical-Working-Class, Husband, White, Male,Part-Time-Hours, United-States, <=50K.
Young-Age,Private,HS-Graduates,10,Never-married,Exec-managerial, Not-in-family, White, Male,Part-Time-Hours, United-States, >50K.
Old-Age,Private,Associates,11,Married,Exec-managerial, Husband, White, Male,Part-Time-Hours, United-States, <=50K.
Old-Age,Private,HS-Graduates,9,Divorced,Exec-managerial, Not-in-family, White, Female,Part-Time-Hours, United-States, <=50K.
Middle-Age,Private,Associates,12,Divorced,Other-Service, Not-in-family, Black, Female,Part-Time-Hours, United-States, <=50K.
Middle-Age,Private,Incomplete-Education,3,Divorced,Technical-Working-Class, Unmarried, White, Female,Part-Time-Hours, Dominican-Republic, <=50K.
Old-Age,Self-Employed,Masters,14,Divorced,Technical-Working-Class, Not-in-family, White, Male,Part-Time-Hours, United-States, <=50K.
Old-Age,Private,HS-Graduates,9,NO-Spouse,Other-Service, Other-relative, White, Male,Part-Time-Hours, United-States, <=50K.
Young-Age,Private,HS-Graduates,10,Married,Other-Service, Husband, White, Male,Normal-Hours, United-States, <=50K.
Young-Age,Private,Masters,14,Never-married,Other-Service, Not-in-family, Asian-Pac-Islander, Male,Normal-Hours, India, <=50K.
Old-Age,Self-Employed,HS-Graduates,10,Married,Other-Service, Husband, White, Male,Normal-Hours, United-States, <=50K.
Old-Age,Private,Incomplete-Education,4,Married,Technical-Working-Class, Husband, Black, Male,Part-Time-Hours, Jamaica, <=50K.
Young-Age,Private,HS-Graduates,9,Married,Technical-Working-Class, Husband, White, Male,Part-Time-Hours, United-States, <=50K.
Old-Age,Private,Masters,14,Married,Technical-Working-Class, Husband, White, Male,Part-Time-Hours, United-States, >50K.
Young-Age,Private,HS-Graduates,10,Married,Lowwer-Working-Class, Husband, White, Male,Part-Time-Hours, United-States, <=50K.
Young-Age,Private,HS-Graduates,10,Divorced,Exec-managerial, Own-child, White, Female,Part-Time-Hours, United-States, <=50K.
Old-Age,Self-Employed,HS-Graduates,9,Married,Lowwer-Working-Class, Husband, White, Male,Part-Time-Hours, United-States, <=50K.
Young-Age,Private,Incomplete-Education,7,Married,Other-Service, Husband, White, Male,Part-Time-Hours, United-States, <=50K.
Middle-Age,Self-Employed,Incomplete-Education,8,NO-Spouse,Other-Service, Unmarried, Asian-Pac-Islander, Female,Part-Time-Hours, South, <=50K.
Young-Age,Private,HS-Graduates,10,Divorced,Lowwer-Working-Class, Own-child, Black, Male,Relaxed-Time-Hours, United-States, <=50K.
Middle-Age,Goverment,Bachelors,13,Never-married,Other-Service, Not-in-family, Black, Male,Normal-Hours, United-States, <=50K.
Young-Age,Private,HS-Graduates,10,Never-married,Lowwer-Working-Class, Not-in-family, White, Male,Part-Time-Hours, United-States, <=50K.
Young-Age,Self-Employed,HS-Graduates,10,Never-married,Other-Service, Not-in-family, White, Female,Relaxed-Time-Hours, United-States, <=50K.
Old-Age,Private,HS-Graduates,10,Married,Lowwer-Working-Class, Husband, White, Male,Part-Time-Hours, United-States, >50K.
Old-Age,Private,HS-Graduates,9,NO-Spouse,Other-Service, Other-relative, Black, Female,Part-Time-Hours, United-States, <=50K.
Middle-Age,Private,Bachelors,13,Married,Lowwer-Working-Class, Husband, White, Male,Part-Time-Hours, United-States, >50K.
Young-Age,Goverment,HS-Graduates,9,Married,Other-Service, Husband, White, Male,Part-Time-Hours, United-States, <=50K.
Young-Age,Private,HS-Graduates,9,Divorced,Other-Service, Other-relative, White, Female,Part-Time-Hours, United-States, <=50K.
Young-Age,Private,HS-Graduates,10,Never-married,Lowwer-Working-Class, Own-child, White, Male,Part-Time-Hours, United-States, <=50K.
Old-Age,Private,Bachelors,13,Married,Other-Service, Husband, White, Male,Normal-Hours, United-States, >50K.
Young-Age,Private,HS-Graduates,9,Never-married,Lowwer-Working-Class, Own-child, White, Male,Normal-Hours, United-States, <=50K.
Young-Age,Private,Bachelors,13,Never-married,Technical-Working-Class, Unmarried, White, Female,Part-Time-Hours, United-States, <=50K.
Old-Age,Private,HS-Graduates,9,Divorced,Other-Service, Not-in-family, White, Female,Part-Time-Hours, United-States, <=50K.
Young-Age,Private,HS-Graduates,9,Married,Lowwer-Working-Class, Husband, White, Male,Normal-Hours, United-States, <=50K.
Young-Age,Private,HS-Graduates,10,Never-married,Lowwer-Working-Class, Not-in-family, Black, Male,Part-Time-Hours, United-States, <=50K.
Young-Age,Private,HS-Graduates,10,Never-married,Lowwer-Working-Class, Not-in-family, White, Male,Part-Time-Hours, United-States, <=50K.
Young-Age,Private,HS-Graduates,10,Married,Other-Service, Husband, Black, Male,Normal-Hours, United-States, <=50K.
Young-Age,Private,HS-Graduates,9,Divorced,Other-Service, Own-child, White, Male,Part-Time-Hours, United-States, <=50K.
Middle-Age,Goverment,HS-Graduates,9,Married,Exec-managerial, Husband, White, Male,Part-Time-Hours, United-States, >50K.
Young-Age,Private,HS-Graduates,10,NO-Spouse,Lowwer-Working-Class, Other-relative, White, Male,Part-Time-Hours, Mexico, <=50K.
Old-Age,Private,Bachelors,13,Married,Exec-managerial, Husband, White, Male,Normal-Hours, United-States, <=50K.
Old-Age,Private,HS-Graduates,9,Divorced,Lowwer-Working-Class, Other-relative, White, Male,Part-Time-Hours, United-States, <=50K.
Old-Age,Private,HS-Graduates,9,Married,Other-Service, Husband, White, Male,Normal-Hours, United-States, <=50K.
Middle-Age,Private,HS-Graduates,10,Married,Technical-Working-Class, Husband, White, Male,Part-Time-Hours, United-States, >50K.
Young-Age,Private,HS-Graduates,9,Never-married,Other-Service, Own-child, White, Male,Part-Time-Hours, Germany, <=50K.
Middle-Age,Private,Bachelors,13,Never-married,Lowwer-Working-Class, Not-in-family, White, Male,Part-Time-Hours, United-States, <=50K.
Middle-Age,Private,Incomplete-Education,6,Married,Lowwer-Working-Class, Husband, White, Male,Part-Time-Hours, United-States, <=50K.
Young-Age,Private,Associates,12,Never-married,Technical-Working-Class, Not-in-family, White, Male,Normal-Hours, United-States, <=50K.
Young-Age,Private,Incomplete-Education,7,Married,Lowwer-Working-Class, Husband, White, Male,Part-Time-Hours, United-States, <=50K.
Middle-Age,Private,Associates,12,Never-married,Other-Service, Not-in-family, White, Male,Part-Time-Hours, United-States, <=50K.
Old-Age,Self-Employed,Incomplete-Education,4,Married,Lowwer-Working-Class, Husband, White, Male,Normal-Hours, United-States, <=50K.
Young-Age,Private,HS-Graduates,9,Married,Other-Service, Husband, White, Male,Part-Time-Hours, United-States, <=50K.
Young-Age,Private,HS-Graduates,9,Never-married,Lowwer-Working-Class, Own-child, Black, Male,Part-Time-Hours, United-States, <=50K.
Old-Age,Self-Employed,Incomplete-Education,7,Divorced,Other-Service, Not-in-family, White, Female,Part-Time-Hours, United-States, >50K.
Young-Age,Private,HS-Graduates,10,Divorced,Other-Service, Not-in-family, White, Male,Normal-Hours, United-States, <=50K.
Middle-Age,Private,Incomplete-Education,7,Married,Lowwer-Working-Class, Husband, White, Male,Normal-Hours, United-States, <=50K.
Old-Age,Private,Incomplete-Education,5,Married,Other-Service, Husband, White, Male,Relaxed-Time-Hours, United-States, <=50K.
Young-Age,Private,Associates,11,Married,Other-Service, Husband, White, Male,Over-Time-Hours, United-States, <=50K.
Middle-Age,Private,HS-Graduates,10,Married,Other-Service, Husband, White, Male,Normal-Hours, Cuba, <=50K.
Middle-Age,Goverment,Bachelors,13,Married,Other-Service, Husband, White, Male,Normal-Hours, United-States, >50K.
Young-Age,Private,Incomplete-Education,6,Never-married,Other-Service, Own-child, White, Female,Relaxed-Time-Hours, United-States, <=50K.
Middle-Age,Private,HS-Graduates,9,Never-married,Other-Service, Not-in-family, White, Male,Part-Time-Hours, Puerto-Rico, <=50K.
Young-Age,Self-Employed,Bachelors,13,Married,Lowwer-Working-Class, Husband, White, Male,Over-Time-Hours, United-States, <=50K.
Young-Age,Goverment,HS-Graduates,10,Married,Other-Service, Husband, White, Male,Part-Time-Hours, United-States, <=50K.
Young-Age,Private,HS-Graduates,9,Married,Exec-managerial, Husband, White, Male,Part-Time-Hours, United-States, >50K.
Young-Age,Private,HS-Graduates,9,Married,Lowwer-Working-Class, Husband, Black, Male,Part-Time-Hours, United-States, <=50K.
Young-Age,Private,Incomplete-Education,7,Never-married,Lowwer-Working-Class, Own-child, White, Male,Relaxed-Time-Hours, United-States, <=50K.
Young-Age,Self-Employed,HS-Graduates,9,Married,Other-Service, Husband, Asian-Pac-Islander, Male,Normal-Hours, South, <=50K.
Middle-Age,Self-Employed,Masters,14,Married,Exec-managerial, Husband, White, Male,Normal-Hours, United-States, >50K.
Middle-Age,Goverment,Masters,14,NO-Spouse,Technical-Working-Class, Unmarried, White, Female,Normal-Hours, United-States, <=50K.
Middle-Age,Self-Employed,Bachelors,13,Married,Other-Service, Husband, White, Male,Normal-Hours, United-States, >50K.
Young-Age,Private,HS-Graduates,9,Never-married,Lowwer-Working-Class, Own-child, White, Male,Part-Time-Hours, United-States, <=50K.
Young-Age,Private,HS-Graduates,9,Never-married,Lowwer-Working-Class, Own-child, White, Male,Part-Time-Hours, United-States, <=50K.
Middle-Age,Self-Employed,Bachelors,13,Married,Technical-Working-Class, Husband, White, Male,Normal-Hours, United-States, >50K.
Young-Age,Private,HS-Graduates,9,Divorced,Exec-managerial, Not-in-family, White, Male,Normal-Hours, United-States, <=50K.
Old-Age,Self-Employed,Associates,11,Married,Other-Service, Wife, White, Female,Part-Time-Hours, United-States, <=50K.
Young-Age,Private,HS-Graduates,10,Married,Other-Service, Wife, White, Female,Part-Time-Hours, United-States, <=50K.
Young-Age,Private,HS-Graduates,9,Never-married,Other-Service, Other-relative, White, Male,Part-Time-Hours, United-States, <=50K.
Young-Age,Private,HS-Graduates,9,Married,Lowwer-Working-Class, Husband, White, Male,Part-Time-Hours, United-States, <=50K.
Middle-Age,Goverment,HS-Graduates,10,Divorced,Other-Service, Other-relative, Amer-Indian-Eskimo, Female,Part-Time-Hours, United-States, <=50K.
Old-Age,Self-Employed,HS-Graduates,10,Married,Exec-managerial, Husband, White, Male,Part-Time-Hours, United-States, <=50K.
Middle-Age,Goverment,Doctorate,16,Never-married,Technical-Working-Class, Not-in-family, White, Male,Normal-Hours, United-States, >50K.
Middle-Age,Self-Employed,Bachelors,13,Married,Other-Service, Husband, White, Male,Part-Time-Hours, United-States, >50K.
Young-Age,Goverment,HS-Graduates,9,Married,Other-Service, Husband, White, Male,Normal-Hours, United-States, <=50K.
Middle-Age,Private,Bachelors,13,Married,Technical-Working-Class, Husband, White, Male,Part-Time-Hours, Germany, >50K.
Young-Age,Private,HS-Graduates,10,Never-married,Other-Service, Not-in-family, White, Female,Part-Time-Hours, United-States, <=50K.
Young-Age,Private,Associates,12,Never-married,Lowwer-Working-Class, Not-in-family, White, Male,Normal-Hours, United-States, <=50K.
Old-Age,Self-Employed,HS-Graduates,9,Married,Lowwer-Working-Class, Husband, White, Male,Normal-Hours, United-States, >50K.
Young-Age,Private,HS-Graduates,10,Married,Technical-Working-Class, Husband, White, Male,Part-Time-Hours, United-States, >50K.
Young-Age,Private,Incomplete-Education,7,Never-married,Other-Service, Not-in-family, White, Male,Normal-Hours, United-States, <=50K.
Middle-Age,Private,Bachelors,13,Never-married,Exec-managerial, Not-in-family, White, Female,Normal-Hours, United-States, <=50K.
Young-Age,Private,Masters,14,Married,Technical-Working-Class, Husband, White, Male,Normal-Hours, United-States, >50K.
Old-Age,Self-Employed,HS-Graduates,9,Divorced,Exec-managerial, Not-in-family, White, Male,Normal-Hours, United-States, <=50K.
Young-Age,Private,HS-Graduates,9,Never-married,Other-Service, Own-child, White, Female,Part-Time-Hours, United-States, <=50K.
Old-Age,Private,Incomplete-Education,15,Married,Technical-Working-Class, Husband, White, Male,Normal-Hours, United-States, >50K.
Young-Age,Private,HS-Graduates,9,Married,Other-Service, Husband, White, Male,Part-Time-Hours, United-States, <=50K.
Young-Age,Self-Employed,HS-Graduates,9,Married,Lowwer-Working-Class, Husband, Black, Male,Part-Time-Hours, United-States, <=50K.
Middle-Age,Private,Masters,14,Divorced,Exec-managerial, Not-in-family, White, Male,Part-Time-Hours, United-States, <=50K.
Middle-Age,Private,Bachelors,13,Never-married,Other-Service, Own-child, White, Male,Part-Time-Hours, United-States, <=50K.
Young-Age,Private,HS-Graduates,9,Never-married,Lowwer-Working-Class, Not-in-family, White, Male,Part-Time-Hours, United-States, <=50K.
Young-Age,Private,HS-Graduates,10,Never-married,Lowwer-Working-Class, Unmarried, White, Male,Normal-Hours, United-States, <=50K.
Middle-Age,Goverment,Masters,14,Divorced,Technical-Working-Class, Unmarried, Asian-Pac-Islander, Female,Normal-Hours, Nicaragua, <=50K.
